area_code,measure
E02004878,89.2
E02004879,89.6
E02004880,88.7
E02004881,80.8
E02004882,79
E02004883,85.2
E02004884,80.8
E02004885,88.7
E02004886,87
E02004887,88.6
E02004888,87.5
E02004889,85.7
E02004890,88
E02004891,89.2
E02004892,83.8
E02004893,87.3
E02004894,84.1
E02004895,85.5
E02004896,82.8
E02004897,83.4
E02004898,77.2
E02004899,81.9
E02004900,86.2
E02004901,74.8
E02004902,72.3
E02004903,79.6
E02004904,75.3
E02004905,82
E02004906,75.8
E02004907,82.4
E02004908,85.8
E02004909,87.5
E02004910,89.8
E02004911,86.2
E02004912,87.3
E02004913,87.9
E02004914,83.8
E02004915,83.5
E02004916,85.6
E02004917,85.6
E02004918,85.2
E02004919,87.3
E02004920,87.8
E02004921,89.6
E02004922,89.6
E02004923,89.2
E02004924,87.9
E02004925,87.2
E02004926,87.6
E02004927,89.9
E02004928,91.1
E02004929,88.3
E02004930,87.6
E02004931,86.2
E02004932,83.5
E02004933,90.6
E02004934,79.6
E02004935,78.4
E02004936,85.5
E02004937,88.2
E02004938,85
E02004939,81.5
E02004940,80.3
E02004941,79.1
E02004942,86.3
E02004943,87.4
E02004944,78.4
E02004945,84.2
E02004946,80.7
E02004947,86.9
E02004948,82.3
E02004949,80
E02004950,81.5
E02004951,75.1
E02004952,83
E02004953,79.3
E02004954,79.8
E02004955,84.4
E02004956,85.8
E02004957,84
E02004958,89.2
E02004959,86.7
E02004960,89.9
E02004961,89.6
E02004962,86.4
E02004963,79.3
E02004964,83.4
E02004965,81.5
E02004966,85.2
E02004967,76.1
E02004968,80.5
E02004969,80.3
E02004970,77.7
E02004971,77
E02004972,83.6
E02004973,73.2
E02004974,82.1
E02004975,84.1
E02004976,68.9
E02004977,71.2
E02004978,73.5
E02004979,82.2
E02004980,90.2
E02004981,84.2
E02004982,86.2
E02004983,83.3
E02004984,84
E02004985,86.5
E02004986,76.5
E02004987,82.8
E02004988,77.8
E02004989,68.8
E02004990,74.9
E02004991,67.4
E02004992,62.6
E02004993,79.1
E02004994,85.2
E02004995,86.4
E02004996,86.9
E02004997,88.2
E02004998,88.2
E02004999,83.8
E02005000,78.5
E02005001,85.6
E02005002,79.2
E02005003,76.6
E02005004,83.7
E02005005,89.4
E02005006,88.8
E02005007,87
E02005008,90.5
E02005009,89.6
E02005010,84.2
E02005011,92
E02005012,88.3
E02005013,89
E02005014,92.7
E02005015,90.1
E02005016,89.3
E02005017,87.5
E02005018,89.9
E02005019,79.9
E02005020,83.7
E02005021,63.4
E02005022,76.5
E02005023,68
E02005025,66.7
E02005026,86.5
E02005027,89.9
E02005028,75.5
E02005029,77.8
E02005030,77.7
E02005031,76.5
E02005032,75
E02005033,78.7
E02005034,87.4
E02005035,84
E02005036,77.4
E02005037,87.5
E02005038,87.6
E02005039,81.8
E02005040,90.1
E02005041,89.1
E02005042,89.2
E02005043,89.4
E02005044,89.3
E02005045,86.3
E02005046,85.3
E02005047,90.2
E02005048,90
E02005049,91.1
E02005050,91.2
E02005051,79.1
E02005052,75.5
E02005053,71.1
E02005054,89.9
E02005055,69.4
E02005056,64.6
E02005057,72.9
E02005058,74.9
E02005059,83.6
E02005060,81.5
E02005061,76.6
E02005062,82.8
E02005063,85
E02005064,87.8
E02005065,77
E02005066,90.5
E02005067,88.6
E02005068,89.2
E02005069,85.4
E02005070,91.4
E02005071,71.2
E02005072,90.8
E02005073,75.4
E02005074,90.9
E02005075,83.5
E02005076,76.7
E02005077,82.2
E02005078,87.9
E02005079,87.8
E02005080,78.5
E02005081,89.8
E02005082,83.2
E02005083,87.8
E02005084,86.7
E02005085,84.7
E02005086,89
E02005087,85.7
E02005088,81.4
E02005089,86
E02005090,89.7
E02005091,86.9
E02005093,87.8
E02005094,87.1
E02005095,89.9
E02005096,85.1
E02005097,89.5
E02005098,85
E02005099,88.9
E02005100,86.4
E02005101,89.7
E02005102,90.9
E02005103,87.6
E02005104,84.5
E02005105,78.2
E02005106,87.1
E02005107,85.6
E02005109,91.8
E02005110,90.4
E02005111,87.5
E02005112,89.5
E02005113,90.3
E02005114,87.2
E02005115,71.6
E02005116,77
E02005117,89.5
E02005118,86.6
E02005119,85.7
E02005120,74.3
E02005121,83.5
E02005122,87.9
E02005123,85.9
E02005124,77.3
E02005125,82.5
E02005126,89.1
E02005127,90.8
E02005128,89
E02005129,87.2
E02005130,86.4
E02005131,69.5
E02005132,63.9
E02005133,88.6
E02005134,76.4
E02005135,79.8
E02005136,87.6
E02005137,80
E02005138,87.3
E02005139,91.3
E02005140,90.7
E02005141,86.8
E02005142,88.4
E02005143,85.4
E02005144,80.3
E02005145,89.7
E02005146,81.4
E02005147,77.5
E02005148,90.7
E02005149,89.2
E02005150,85.1
E02005151,88.4
E02005153,87.2
E02005154,88.1
E02005155,88.1
E02005156,89.5
E02005157,87.5
E02005158,91.4
E02005159,90.6
E02005160,84.9
E02005161,87.8
E02005162,89.4
E02005163,88.6
E02005164,86.7
E02005165,89.8
E02005166,81.2
E02005167,90.7
E02005168,86.6
E02005169,75.4
E02005170,85.2
E02005171,81.2
E02005172,88.4
E02005173,87.6
E02005174,84.6
E02005175,87.6
E02005176,83.1
E02005177,73.3
E02005178,64.6
E02005179,75.8
E02005180,87.2
E02005181,79.2
E02005182,71.2
E02005183,83.6
E02005184,89.7
E02005185,69.5
E02005186,83.7
E02005189,80
E02005190,90.5
E02005191,90.2
E02005192,90.3
E02005193,90.8
E02005194,83.5
E02005195,85.2
E02005196,88.3
E02005197,79.8
E02005198,83.5
E02005199,90.5
E02005200,83.4
E02005201,86.5
E02005202,89.7
E02005203,89.5
E02005204,86.3
E02005205,86.3
E02005206,87.7
E02005207,89.9
E02005208,85.6
E02005209,89.3
E02005210,91.6
E02005211,88.8
E02005212,82.9
E02005213,81.6
E02005214,81.7
E02005215,78.3
E02005216,75.9
E02005217,68.7
E02005218,82.1
E02005219,81.5
E02005220,85.8
E02005221,90.1
E02005222,87.6
E02005223,92.9
E02005224,89.5
E02005225,91.9
E02005226,75.4
E02005228,83
E02005229,73.3
E02005230,80.4
E02005231,78.2
E02005233,81.4
E02005234,67.8
E02005235,73.2
E02005236,85.2
E02005237,81.9
E02005238,83
E02005239,63.2
E02005240,80.8
E02005241,80.5
E02005242,85
E02005243,79.2
E02005244,76.9
E02005245,87.3
E02005246,76.9
E02005247,88.7
E02005248,70
E02005249,64.5
E02005250,69.1
E02005251,77.9
E02005252,76.8
E02005253,90.6
E02005254,91.1
E02005255,89.2
E02005256,88.1
E02005257,78.4
E02005258,85.4
E02005259,78.3
E02005260,86.5
E02005261,71.5
E02005262,84.9
E02005263,69
E02005264,69.6
E02005265,80.6
E02005266,60.9
E02005267,61.7
E02005268,68.7
E02005269,64.4
E02005270,84.7
E02005271,88.3
E02005272,87.1
E02005273,89.5
E02005274,89.4
E02005275,88.4
E02005276,88.6
E02005277,91.5
E02005278,86.8
E02005279,80.2
E02005280,79.6
E02005281,82.7
E02005284,89.9
E02005285,88.5
E02005286,81.8
E02005287,91.7
E02005288,90
E02005289,91.8
E02005290,89.5
E02005291,88.1
E02005292,84.9
E02005293,85.6
E02005294,84.6
E02005295,88.1
E02005296,92.3
E02005297,92.1
E02005298,89.2
E02005299,85.4
E02005300,86.5
E02005301,86.2
E02005302,87.5
E02005303,81.9
E02005304,90.3
E02005305,88.7
E02005306,88.9
E02005307,90.2
E02005308,91.2
E02005309,89.5
E02005310,85.6
E02005311,87.5
E02005312,82
E02005313,70.7
E02005314,78.7
E02005315,91
E02005316,72.5
E02005317,66.4
E02005318,87.7
E02005319,74.9
E02005320,83.5
E02005321,78.4
E02005322,90.2
E02005323,82.4
E02005324,89.9
E02005325,93.2
E02005326,85.7
E02005327,90.4
E02005328,89.9
E02005329,86.2
E02005330,90.9
E02005331,89.7
E02005332,90.8
E02005334,87.5
E02005335,90.6
E02005336,80.6
E02005337,81.3
E02005338,86.5
E02005339,89.6
E02005340,87.5
E02005341,88.4
E02005342,88.4
E02005343,90
E02005344,89.1
E02005345,87.3
E02005346,72.3
E02005347,70.5
E02005348,86.2
E02005349,90.3
E02005350,90.3
E02005351,68.9
E02005352,89.5
E02005353,77.3
E02005354,88.7
E02005355,91.8
E02005356,90.6
E02005357,88.3
E02005358,89.5
E02005359,89.6
E02005360,91
E02005361,86.8
E02005362,87.9
E02005363,88.4
E02005364,87
E02005365,84.1
E02005366,88.6
E02005368,92.2
E02005369,90.4
E02005370,89.6
E02005371,90.5
E02005372,91
E02005373,89.7
E02005374,85.3
E02005375,89.3
E02005376,88.1
E02005377,89.3
E02005378,89.1
E02005379,89.9
E02005380,91.4
E02005381,90.7
E02005382,86.4
E02005383,86.6
E02005384,90.9
E02005385,90.3
E02005386,82
E02005387,87.2
E02005388,84.6
E02005389,88.7
E02005390,91.6
E02005391,92.2
E02005392,89.9
E02005393,91
E02005394,84.4
E02005395,86.4
E02005396,92.7
E02005397,89.5
E02005398,89.1
E02005399,91.9
E02005400,88.5
E02005401,91.7
E02005402,93.3
E02005403,89.3
E02005404,90.5
E02005405,85.1
E02005406,81
E02005407,88.6
E02005408,85.1
E02005409,90.1
E02005412,83.2
E02005414,82.5
E02005415,81
E02005416,89.4
E02005417,68.6
E02005418,50.4
E02005419,47.1
E02005420,68.9
E02005422,85.7
E02005423,82.1
E02005424,89.2
E02005425,88.5
E02005426,87.5
E02005427,87.4
E02005428,87.4
E02005429,91.4
E02005430,92.1
E02005431,89.5
E02005432,90.4
E02005433,89
E02005434,90.3
E02005435,88.3
E02005436,90.7
E02005437,80.2
E02005438,86.7
E02005439,91.4
E02005440,87.4
E02005441,89.9
E02005442,81.2
E02005443,85.8
E02005444,81.5
E02005445,67.7
E02005446,75.1
E02005447,58.5
E02005448,80.8
E02005449,77.2
E02005450,89.2
E02005451,79.1
E02005452,89.2
E02005453,92.6
E02005455,89.6
E02005456,92
E02005457,91.2
E02005458,93.8
E02005459,91.1
E02005460,91.6
E02005461,92.7
E02005462,86
E02005463,89.9
E02005464,91.8
E02005465,89
E02005466,88.3
E02005467,85
E02005468,89.8
E02005469,86.1
E02005470,69.6
E02005471,70.3
E02005472,86.6
E02005473,73.9
E02005474,89.7
E02005475,88.9
E02005476,91.6
E02005477,92.8
E02005478,87.3
E02005479,90
E02005480,79.4
E02005481,81.6
E02005482,91.7
E02005483,92.3
E02005484,90.2
E02005485,91
E02005486,88.7
E02005487,93.5
E02005488,92.7
E02005489,92.9
E02005490,87.1
E02005491,87.3
E02005492,90.1
E02005493,90.3
E02005494,89.5
E02005495,80.3
E02005496,90.9
E02005497,81
E02005498,91.5
E02005499,92
E02005500,91.6
E02005501,93.1
E02005502,92.3
E02005503,91.9
E02005504,92.1
E02005505,89.5
E02005506,91.6
E02005507,89
E02005508,91.9
E02005509,88.5
E02005510,91.6
E02005511,81.8
E02005512,85
E02005513,88
E02005514,89.2
E02005515,92
E02005516,91.1
E02005517,68.8
E02005518,77.7
E02005519,70.7
E02005520,92.7
E02005521,91.3
E02005522,91.5
E02005523,91.2
E02005524,93
E02005525,91.2
E02005526,91
E02005527,92.1
E02005528,90.2
E02005529,92
E02005530,86.8
E02005531,90.4
E02005532,91.1
E02005533,92.3
E02005534,92.2
E02005535,89.9
E02005536,92.2
E02005537,92.1
E02005538,91.3
E02005539,91.4
E02005540,89.9
E02005541,80.2
E02005542,66.6
E02005543,60.5
E02005544,72.1
E02005545,90.1
E02005546,83
E02005547,85.9
E02005548,83.5
E02005549,90
E02005550,89.2
E02005551,90.8
E02005552,90.3
E02005553,93
E02005554,93.6
E02005555,91.8
E02005556,89.4
E02005557,62.4
E02005558,90.1
E02005559,77.8
E02005560,75.8
E02005561,68.2
E02005562,91.1
E02005563,87.8
E02005564,92.3
E02005565,89.9
E02005566,87.2
E02005567,88.1
E02005568,89.8
E02005569,88.1
E02005570,91.1
E02005571,89.4
E02005572,88.4
E02005573,85.1
E02005574,91.4
E02005575,89.8
E02005576,91.4
E02005577,89.8
E02005578,89.7
E02005579,90.3
E02005580,90.4
E02005581,85.1
E02005582,90.8
E02005583,92.5
E02005584,78.2
E02005585,76.6
E02005586,80.3
E02005587,80.7
E02005588,78
E02005589,78.4
E02005590,76.4
E02005592,84.4
E02005593,69.3
E02005594,82.7
E02005595,88
E02005596,81.8
E02005597,88.2
E02005598,89
E02005599,91.8
E02005600,88.7
E02005601,91.7
E02005602,91.6
E02005603,91
E02005604,91.1
E02005605,92.4
E02005606,92.7
E02005607,92.3
E02005608,91.8
E02005609,90.9
E02005610,92.5
E02005611,86
E02005612,80.2
E02005613,73
E02005614,77.5
E02005615,75.7
E02005616,66.9
E02005617,64
E02005619,91.2
E02005620,88.3
E02005621,83.9
E02005622,91
E02005623,89
E02005624,81.1
E02005625,78.6
E02005626,72.4
E02005627,89.4
E02005628,90.3
E02005629,92.2
E02005630,88.1
E02005631,89.8
E02005632,88.7
E02005633,86.5
E02005634,85.3
E02005635,88.5
E02005636,83.4
E02005637,79.5
E02005638,88
E02005639,90.5
E02005640,88.4
E02005641,86.6
E02005642,86.6
E02005643,74
E02005644,66.6
E02005645,79.1
E02005646,88.1
E02005647,82.1
E02005648,89.1
E02005649,87.8
E02005650,75.2
E02005651,85.3
E02005652,83.8
E02005653,64.4
E02005654,67.6
E02005655,81.8
E02005656,63.3
E02005657,82.8
E02005658,64.8
E02005659,80.7
E02005660,74.1
E02005661,68
E02005662,75.2
E02005663,87.2
E02005664,67.4
E02005665,75.1
E02005666,67
E02005667,79.1
E02005668,86.9
E02005669,87.6
E02005670,52.6
E02005671,64.5
E02005672,49.7
E02005673,67.7
E02005674,63.6
E02005675,72.3
E02005676,76.7
E02005677,70.6
E02005678,81.3
E02005679,80.2
E02005680,86.5
E02005681,90.7
E02005682,91.9
E02005683,88.4
E02005684,92
E02005685,90.4
E02005686,92.1
E02005687,90.9
E02005688,88.9
E02005689,91.5
E02005690,86.8
E02005691,89.5
E02005692,88.2
E02005693,72.6
E02005694,86.3
E02005695,65.1
E02005696,70.7
E02005697,71
E02005698,76.3
E02005699,72
E02005700,89.9
E02005701,88.6
E02005702,93.3
E02005703,89.2
E02005704,92.8
E02005705,93.5
E02005706,83.7
E02005707,85.4
E02005708,87.2
E02005709,81.6
E02005710,87
E02005711,85.8
E02005712,88.8
E02005713,93.4
E02005714,93.9
E02005715,86.7
E02005716,91.3
E02005717,91.1
E02005718,92.3
E02005719,89.7
E02005720,87
E02005721,91.3
E02005722,92.7
E02005723,91.2
E02005724,94.2
E02005725,91.6
E02005726,92.2
E02005727,91.9
E02005728,91.8
E02005729,93.3
E02005730,91.9
E02005731,90.8
E02005732,92.6
E02005733,92
E02005734,86.5
E02005735,83.2
E02005736,88.2
E02005737,90.3
E02005738,91.1
E02005739,90
E02005740,86.7
E02005741,91.2
E02005742,91
E02005743,91.1
E02005744,90.7
E02005745,92.4
E02005746,89.2
E02005747,82.7
E02005748,88.7
E02005749,89.7
E02005750,91.4
E02005751,93.2
E02005752,91.4
E02005753,88.5
E02005754,93.6
E02005755,90.5
E02005756,92.1
E02005757,90.4
E02005758,91.2
E02005759,93.7
E02005760,93.6
E02005761,90.7
E02005762,89
E02005763,91.6
E02005764,88.6
E02005765,91.8
E02005766,89.6
E02005767,92.4
E02005768,86.5
E02005769,89.4
E02005770,88.2
E02005771,84.6
E02005772,92.5
E02005773,82.6
E02005774,88.2
E02005775,76.8
E02005776,87.7
E02005777,91.1
E02005778,89.9
E02005779,85.8
E02005780,88.7
E02005781,91.8
E02005782,93.3
E02005783,91.1
E02005784,92.2
E02005785,88.4
E02005786,92.6
E02005787,92.6
E02005788,92.7
E02005789,93.1
E02005790,88.4
E02005791,90.9
E02005794,91.9
E02005795,89.4
E02005796,90.6
E02005797,88.6
E02005798,90.9
E02005799,92
E02005800,75.9
E02005801,84.2
E02005802,81.7
E02005803,86
E02005804,75.2
E02005805,91.6
E02005806,85.6
E02005807,92.8
E02005808,90
E02005809,93.6
E02005810,92
E02005811,91.5
E02005812,90.6
E02005813,81
E02005814,88.7
E02005815,92.2
E02005816,91.2
E02005817,91.2
E02005818,89.9
E02005819,85.7
E02005820,90.6
E02005821,82.8
E02005822,80.9
E02005823,80.6
E02005824,88.5
E02005825,86.1
E02005826,81.1
E02005827,88.4
E02005828,87.7
E02005829,88
E02005830,89.1
E02005831,87
E02005832,82.6
E02005833,89.5
E02005834,82.5
E02005835,86.7
E02005836,90.8
E02005837,84.3
E02005838,85.7
E02005839,90
E02005840,87
E02005842,87.5
E02005843,83.5
E02005844,87.8
E02005846,66.1
E02005847,80
E02005848,87.2
E02005849,88.9
E02005850,89.2
E02005851,81.3
E02005852,90.4
E02005853,88.2
E02005856,90.9
E02005857,83.3
E02005858,76.9
E02005859,84.9
E02005860,72.7
E02005861,82.9
E02005862,86.2
E02005863,89.7
E02005864,90.7
E02005865,90.7
E02005866,90.6
E02005868,86.7
E02005869,79.7
E02005870,80.8
E02005871,89.3
E02005872,90.3
E02005873,90.2
E02005874,88.2
E02005875,84.5
E02005876,86.4
E02005877,82.4
E02005878,83.4
E02005879,80.8
E02005880,85.6
E02005881,84.3
E02005882,90.3
E02005883,82
E02005884,85.4
E02005885,83.2
E02005886,87.4
E02005887,64.5
E02005888,71.5
E02005889,80.3
E02005890,88.6
E02005891,77
E02005892,88.7
E02005893,86
E02005894,88.4
E02005895,91.5
E02005896,91.7
E02005897,90.3
E02005898,86.5
E02005899,69.2
E02005900,91.1
E02005901,78.3
E02005902,78
E02005903,85.9
E02005904,88.7
E02005905,88.2
E02005906,91.2
E02005907,89
E02005908,92.7
E02005909,88.7
E02005910,84.2
E02005911,89.6
E02005912,88
E02005913,88.9
E02005914,87
E02005915,93
E02005916,90.7
E02005917,94
E02005918,91.1
E02005919,86.2
E02005920,93.6
E02005921,90.7
E02005922,83.2
E02005923,74.4
E02005924,70.4
E02005925,75.6
E02005926,85.7
E02005927,83.7
E02005928,89.5
E02005929,89.3
E02005930,91.1
E02005931,87.9
E02005932,86
E02005933,83.6
E02005934,85.8
E02005935,84.3
E02005936,83.6
E02005937,85.5
E02005938,85.6
E02005939,80.9
E02005940,81.3
E02005941,73.8
E02005942,66.2
E02005943,78.7
E02005944,74.9
E02005945,45.6
E02005946,79.8
E02005947,59.4
E02005948,71.5
E02005949,67.9
E02005950,66.1
E02005951,75.7
E02005952,70.2
E02005953,75.3
E02005954,75
E02005955,75.7
E02005956,74
E02005957,75.5
E02005958,91.7
E02005959,87.6
E02005960,90.9
E02005961,87.3
E02005962,92
E02005963,87.9
E02005964,91.8
E02005965,90.1
E02005966,88.3
E02005967,86.3
E02005968,87.5
E02005969,90.8
E02005970,84.4
E02005971,87.7
E02005972,90.3
E02005973,86.9
E02005974,87.7
E02005975,89.1
E02005976,90.4
E02005977,91.5
E02005978,87
E02005979,83.2
E02005980,87.5
E02005981,90.9
E02005982,87.3
E02005983,84.1
E02005984,90.7
E02005985,85
E02005986,90
E02005987,90.1
E02005988,89
E02005991,88.4
E02005992,89.5
E02005993,89.1
E02005994,87.8
E02005995,91.4
E02005996,90.1
E02005997,91.8
E02005998,90.6
E02005999,91.3
E02006000,89.3
E02006001,88.2
E02006002,85.5
E02006003,88.9
E02006004,92.5
E02006005,89.1
E02006006,90.9
E02006007,90.2
E02006008,90.7
E02006009,91.1
E02006010,90.8
E02006011,91.9
E02006012,90.2
E02006013,90.9
E02006014,91.3
E02006015,89
E02006016,91.5
E02006017,88.4
E02006018,88.7
E02006019,88.1
E02006020,85.9
E02006021,91.1
E02006022,91.7
E02006023,88.8
E02006024,85.9
E02006025,78.5
E02006026,89.3
E02006027,90.7
E02006028,91
E02006029,83.8
E02006030,86.4
E02006031,84.5
E02006032,88.2
E02006033,86.4
E02006034,90.2
E02006035,91.9
E02006036,90
E02006037,87.8
E02006038,92.7
E02006039,90.7
E02006040,86.9
E02006041,89.5
E02006042,92.2
E02006043,89.7
E02006044,87.6
E02006045,90.9
E02006046,90.9
E02006047,89.2
E02006048,86.5
E02006049,90.4
E02006050,81.9
E02006051,86.5
E02006052,87.8
E02006053,85
E02006054,87
E02006055,82.3
E02006056,87.6
E02006057,72.5
E02006058,82.7
E02006059,87.1
E02006060,83.8
E02006061,90.3
E02006062,92.1
E02006063,91.2
E02006064,88.9
E02006065,85.2
E02006066,89.4
E02006067,91.1
E02006068,80
E02006069,76.7
E02006070,85.5
E02006071,88.6
E02006072,91.6
E02006073,79.4
E02006074,84.9
E02006075,77.7
E02006076,91.8
E02006077,90.7
E02006078,89.8
E02006079,89.1
E02006080,91.8
E02006081,89.3
E02006082,90.2
E02006083,91.1
E02006084,91.2
E02006085,86.9
E02006086,88.7
E02006087,83.6
E02006088,80.7
E02006089,73.9
E02006090,85.7
E02006091,91.1
E02006092,90
E02006093,91.7
E02006094,91.5
E02006095,91.1
E02006096,88.1
E02006097,83.1
E02006098,92.4
E02006099,90.5
E02006100,84.6
E02006101,89.7
E02006102,85.8
E02006103,91
E02006104,89.2
E02006105,80.6
E02006106,89.6
E02006107,84.1
E02006108,83.4
E02006109,90.8
E02006110,88.4
E02006111,89.6
E02006112,89.2
E02006113,87.9
E02006114,85.3
E02006115,89.1
E02006116,91
E02006117,91.6
E02006118,91.1
E02006119,86.1
E02006120,88.5
E02006121,89.7
E02006122,89
E02006123,88.7
E02006124,86
E02006125,87.5
E02006126,90.3
E02006127,89.8
E02006128,90.8
E02006129,83.3
E02006130,89
E02006131,90.4
E02006132,89
E02006133,89
E02006134,91.7
E02006135,93
E02006136,88.1
E02006137,79.5
E02006138,70.4
E02006139,66.6
E02006140,83.4
E02006141,60.5
E02006142,90.6
E02006143,85.9
E02006144,78.5
E02006145,92.1
E02006146,90.7
E02006147,91.2
E02006148,92.2
E02006149,84.9
E02006150,90.3
E02006151,90.3
E02006152,89.3
E02006153,90.6
E02006154,92.2
E02006155,86.3
E02006156,90.5
E02006157,81.7
E02006158,92.1
E02006159,87.1
E02006160,88
E02006161,90.4
E02006162,89.8
E02006163,85.4
E02006164,81.3
E02006165,87.1
E02006166,90.2
E02006167,83.4
E02006168,80
E02006169,81.1
E02006170,92.5
E02006171,88.6
E02006172,92.2
E02006173,91.9
E02006174,92
E02006175,87.5
E02006176,88.8
E02006177,91.8
E02006178,90.4
E02006179,75.8
E02006180,87.7
E02006181,88.9
E02006182,91.4
E02006183,90.6
E02006184,87.3
E02006185,88.4
E02006186,91.7
E02006187,91.3
E02006188,91.9
E02006189,92.2
E02006190,88.7
E02006191,93.8
E02006192,91.7
E02006193,90.1
E02006194,83.1
E02006195,91.7
E02006196,75.7
E02006197,74
E02006198,87.7
E02006199,90.3
E02006200,79.7
E02006201,91.3
E02006202,86.5
E02006203,83.9
E02006204,88.6
E02006205,93.3
E02006206,87.2
E02006207,92.2
E02006208,87.6
E02006209,93
E02006210,91.7
E02006211,92.4
E02006212,91.7
E02006213,90.7
E02006214,90.2
E02006215,91.6
E02006216,93.7
E02006217,87.8
E02006218,77.8
E02006219,84
E02006220,85
E02006221,83.7
E02006222,81.7
E02006223,74
E02006224,84.8
E02006225,88.1
E02006226,83.7
E02006227,90.5
E02006228,90.3
E02006229,90.8
E02006230,90.4
E02006231,88.2
E02006232,91.3
E02006233,84.9
E02006234,87.2
E02006235,91.1
E02006236,92
E02006237,89.4
E02006238,80.6
E02006239,86.7
E02006240,85.3
E02006241,83.7
E02006242,87.1
E02006243,81.6
E02006245,84.3
E02006246,89.4
E02006247,79.2
E02006248,86.6
E02006249,80.6
E02006250,60.2
E02006251,65.1
E02006252,83.4
E02006253,88.7
E02006254,67.6
E02006255,72.6
E02006256,71
E02006257,85.8
E02006258,79.4
E02006259,80.5
E02006260,81.2
E02006261,91.8
E02006262,92
E02006263,93.2
E02006264,91.7
E02006265,91.3
E02006266,91.2
E02006267,91.7
E02006268,87.3
E02006269,90.9
E02006270,87.2
E02006271,90.8
E02006272,91.6
E02006273,91.4
E02006274,90.6
E02006275,83.2
E02006276,91.6
E02006277,87.6
E02006278,81
E02006279,88.4
E02006280,88.1
E02006281,86.9
E02006282,91.5
E02006283,81.7
E02006284,85
E02006285,84.1
E02006286,80.3
E02006287,91.4
E02006288,89.7
E02006289,90.7
E02006290,87.6
E02006291,91.4
E02006292,92.9
E02006293,88.6
E02006294,90.4
E02006295,91.1
E02006296,90.7
E02006297,91.3
E02006298,91.4
E02006299,92.9
E02006300,87.4
E02006301,85.3
E02006302,91.2
E02006303,84.8
E02006304,91
E02006305,75.9
E02006306,87.6
E02006307,92.6
E02006308,79.1
E02006309,88.2
E02006310,90
E02006311,90.2
E02006312,91.8
E02006313,91
E02006314,90.1
E02006315,88.8
E02006316,91.4
E02006317,84.4
E02006318,82.6
E02006319,80.1
E02006320,81.3
E02006321,86.2
E02006322,83.9
E02006323,83.2
E02006324,85.6
E02006325,85.2
E02006326,84.3
E02006327,84
E02006328,81.5
E02006329,78.2
E02006330,86.3
E02006331,89.6
E02006332,79.3
E02006333,74.2
E02006334,84
E02006335,83.3
E02006336,83.5
E02006337,87
E02006338,87.1
E02006339,82.6
E02006341,84
E02006342,79.2
E02006343,87.3
E02006344,89.1
E02006345,88.3
E02006346,87.2
E02006347,90.4
E02006348,86
E02006349,81.2
E02006350,78.8
E02006351,87.4
E02006352,83.3
E02006353,87.6
E02006354,89.1
E02006355,74.7
E02006356,77.7
E02006357,89.8
E02006358,73.3
E02006359,86.6
E02006360,87.4
E02006361,88.3
E02006362,88.5
E02006363,89.3
E02006364,79.5
E02006365,86.3
E02006366,89.1
E02006367,89.7
E02006368,89.5
E02006369,88.8
E02006370,87.5
E02006371,87.2
E02006372,86.4
E02006373,87.5
E02006374,84.5
E02006375,87.8
E02006376,82.2
E02006377,87.9
E02006378,86.5
E02006379,80.1
E02006380,88.8
E02006381,87.5
E02006382,83.4
E02006383,85.5
E02006384,81.3
E02006385,79
E02006386,86.6
E02006387,87.9
E02006388,84.6
E02006389,86.4
E02006390,86
E02006391,87.2
E02006392,81.1
E02006393,76.8
E02006394,65.5
E02006395,83.1
E02006396,86.2
E02006397,79.3
E02006398,82.9
E02006399,82.4
E02006400,84.7
E02006401,83.6
E02006402,87.2
E02006403,74.9
E02006404,74.7
E02006405,80.1
E02006406,76
E02006407,83.1
E02006408,82.2
E02006409,82.9
E02006410,78.2
E02006411,86.7
E02006412,85.1
E02006413,86
E02006414,88
E02006415,89.8
E02006416,88.8
E02006417,86.6
E02006418,92.2
E02006419,82.6
E02006420,87
E02006421,87.2
E02006422,90.2
E02006423,82.9
E02006424,89.6
E02006425,87.9
E02006426,90.6
E02006427,90.1
E02006429,83.6
E02006430,85
E02006431,82.9
E02006432,88.4
E02006433,89.9
E02006434,88
E02006435,86
E02006436,85.1
E02006437,88.6
E02006438,87
E02006439,88.3
E02006440,88.2
E02006441,81.1
E02006442,89.2
E02006443,88.8
E02006444,89.9
E02006445,85.2
E02006446,88
E02006447,90.7
E02006448,90.4
E02006449,89.1
E02006450,86.5
E02006451,88.3
E02006453,84.2
E02006454,90.5
E02006455,89
E02006456,84.1
E02006457,85.4
E02006458,87.1
E02006459,70.9
E02006460,82.8
E02006461,81.5
E02006462,85.1
E02006463,74.9
E02006464,86
E02006465,85
E02006466,82.4
E02006467,87.8
E02006468,88.8
E02006469,84.5
E02006470,84.7
E02006471,89.1
E02006472,84.9
E02006473,88.7
E02006474,88.3
E02006475,89.7
E02006476,77.3
E02006477,89.7
E02006478,86.5
E02006479,75.5
E02006480,82.1
E02006481,81.4
E02006482,85.6
E02006483,78.3
E02006484,83.8
E02006485,92.1
E02006486,87.3
E02006487,84.2
E02006488,89.2
E02006489,81
E02006490,83.9
E02006492,86.8
E02006493,78.8
E02006494,70.2
E02006495,88.4
E02006496,66.2
E02006497,68.7
E02006498,84.7
E02006499,88.1
E02006500,79.6
